Dino Number,Shield,Strength,Health,Attack,Speed,Brain
8007,59,47,49,51,55,44
8008,65,44,55,63,64,54
8009,58,53,51,70,46,40
8010,54,56,56,56,52,46
8011,58,58,65,68,45,64
8012,64,60,49,44,53,45
8013,80,46,46,56,61,64
8014,57,63,50,54,50,41
8015,52,62,63,59,63,50
8016,56,70,53,58,68,42
8017,66,47,68,52,56,56
8018,62,43,43,59,51,62
8019,57,60,55,54,59,61
8020,55,67,63,58,67,77
8021,64,56,52,64,48,58
8022,57,48,82,51,46,48
8023,53,51,65,60,44,58
8024,59,53,55,63,60,62
8025,51,68,43,57,47,46
8026,47,62,58,70,54,43
8027,45,50,46,59,46,47
8028,52,53,54,57,51,59
8029,65,60,64,62,57,42
8030,62,64,58,57,51,45
8031,59,58,48,61,60,46
8032,58,42,60,57,53,66
8033,63,66,53,64,68,44
8034,69,61,70,73,64,59
8035,54,49,43,67,47,59
8036,68,49,49,48,49,42
8037,51,58,57,64,65,49
8038,66,54,51,57,49,44
8039,72,54,66,53,53,56
8040,50,64,61,60,54,54
8041,55,57,47,62,55,48
8042,57,58,48,63,49,43
8043,51,59,51,60,59,49
8044,55,41,78,64,48,64
8045,54,57,45,48,52,44
8046,53,55,61,66,56,54
8047,55,57,52,61,50,56
8048,52,49,53,59,56,50
8049,61,57,52,61,51,41
8050,53,57,60,53,52,59
8051,63,60,58,65,65,51
8052,62,42,45,69,46,44
8053,50,48,49,62,69,44
8054,76,72,72,47,76,84
8055,58,48,49,63,44,45
8056,62,60,55,57,65,41
8057,55,60,67,62,73,50
8058,54,44,50,53,61,46
8059,54,59,54,61,53,63
8060,51,63,48,55,50,41
8061,56,49,46,50,52,46
8062,53,62,66,72,60,45
8063,72,43,58,55,56,42
8064,58,48,67,60,58,44
8065,57,59,53,50,49,46
8066,63,59,61,66,54,50
8067,71,46,59,57,58,44
8068,58,51,63,70,68,60
8069,63,44,48,63,52,43
8070,59,51,54,66,51,63
8071,56,42,53,53,48,40
8072,44,58,70,50,67,76
8073,50,67,52,54,59,40
8074,53,57,50,69,51,61
8075,52,61,50,54,66,52
8076,57,48,57,53,60,57
8077,48,42,52,57,49,43
8078,59,66,51,58,45,58
8079,51,50,60,60,45,69
8080,55,54,57,57,45,53
8081,49,47,57,66,62,62
8082,62,49,56,63,66,62
8083,60,57,51,55,56,42
8084,65,57,53,63,54,54
8085,49,57,50,69,50,61
8086,53,41,51,50,51,59
8087,58,59,50,62,44,63
8088,50,50,44,53,45,50
8089,56,50,51,61,61,53
8090,72,52,53,53,51,44
8091,50,51,51,58,51,42
8092,70,42,50,56,54,51
8093,56,46,46,64,61,42
8094,54,54,57,60,56,61
8095,55,56,61,61,51,56
8096,58,65,64,50,72,60
8097,54,57,44,72,52,50
8098,52,70,53,56,52,41
8099,53,63,54,70,55,42
8100,56,43,54,45,66,41
8101,53,61,49,55,63,60
8102,58,58,58,68,54,47
8103,60,65,47,62,49,45
8104,56,54,68,54,54,58
8105,45,52,57,61,67,60
8106,43,50,50,56,51,40
8107,63,63,46,68,49,43
8108,53,63,61,66,63,48
8109,58,65,50,54,67,46
8110,58,52,51,59,48,44
8111,60,55,52,61,51,57
8112,58,61,51,62,57,57
8113,64,48,56,76,49,44
8114,58,51,53,61,46,47
8115,66,49,70,56,74,59
8116,52,57,52,58,50,44
8117,49,53,52,60,44,59
8118,71,67,58,66,57,45
8119,51,44,44,68,57,50
8120,74,40,66,59,58,50
8121,62,66,54,64,54,40
8122,59,64,49,48,53,40
8123,54,56,55,61,49,57
8124,54,46,48,56,48,59
8125,60,45,50,57,49,55
8126,43,76,55,60,51,65
8127,58,52,69,69,62,45
8128,46,50,52,56,47,62
8129,57,63,48,54,50,41
8130,61,47,84,44,56,45
8131,56,58,47,65,49,53
8132,58,61,52,55,56,55
8133,50,46,52,68,47,46
8134,55,54,47,55,57,62
8135,53,59,62,64,57,68
8136,53,59,65,69,62,45
8137,73,57,51,51,42,58
8138,53,55,56,53,47,40
8139,55,56,52,65,53,44
8140,62,65,56,69,48,53
8141,50,48,53,67,49,41
8142,54,45,49,54,50,50
8143,60,57,54,64,47,53
8144,54,69,55,57,47,61
8145,53,61,68,73,68,59
8146,59,57,56,52,53,44
8147,52,56,58,58,49,65
8148,55,48,56,53,52,43
8149,51,59,57,69,55,49
8150,57,57,52,67,52,38
8151,48,61,48,67,55,60
8152,44,66,59,62,56,60
8153,59,49,53,44,49,50
8154,49,51,48,54,61,45
8155,57,53,56,57,66,49
8156,58,49,58,57,48,50
8157,62,49,58,63,61,47
8158,62,66,48,55,53,43
8159,61,69,56,55,54,45
8160,60,60,65,64,68,43
8161,58,48,51,65,52,43
8162,61,59,60,75,60,57
8163,57,48,46,69,55,55
8164,45,68,53,54,53,47
8165,64,50,48,65,50,40
8166,60,72,57,56,63,44
8167,71,60,70,57,69,56
8168,60,50,59,73,59,62
8169,58,64,61,66,49,58
8170,52,59,54,54,50,41
8171,50,45,50,55,56,54
8172,48,49,57,69,53,40
8173,53,56,48,54,50,46
8174,50,48,53,57,57,61
8175,57,60,55,59,50,60
8176,51,55,68,57,60,60
8177,55,58,51,55,55,40
8178,62,44,50,57,53,41
8179,55,57,47,53,51,53
8180,63,62,69,51,65,56
8181,63,57,47,62,58,51
8182,50,60,55,49,49,54
8183,57,55,61,57,68,58
8184,57,48,60,64,48,42
8185,52,62,52,58,50,54
8186,59,44,55,61,50,61
8187,55,58,70,73,50,55
8188,64,46,70,61,58,55
8189,47,43,62,53,64,59
8190,51,59,47,50,50,45
8191,55,55,55,63,52,54
8192,50,44,61,59,65,58
8193,55,50,40,70,57,51
8194,62,53,42,61,53,52
8195,67,62,65,53,62,76
8196,60,61,48,58,61,40
8197,55,63,59,67,49,67
8198,59,66,45,60,45,52
8199,62,76,49,58,46,53
8200,48,49,59,58,58,63
8201,53,69,62,63,58,58
8202,63,58,66,71,50,59
8203,53,57,58,53,56,43
8204,55,51,55,61,46,64
8205,57,61,47,54,53,51
8206,63,58,55,60,50,67
8207,57,64,52,60,59,52
8208,66,48,49,59,47,55
8209,53,47,68,73,56,48
8210,58,47,50,51,48,47
8211,71,47,51,60,51,43
8212,62,56,67,76,64,62
8213,55,62,52,68,53,51
8214,57,62,48,57,51,44
8215,47,60,57,55,68,51
8216,65,47,74,60,50,55
8217,49,51,55,60,51,60
8218,56,57,67,65,62,62
8219,53,66,71,61,61,74
8220,61,45,56,64,53,42
8221,58,59,62,56,59,60
8222,48,42,45,62,62,59
8223,68,57,60,60,46,56
8224,51,53,50,71,61,45
8225,46,49,45,56,51,44
8226,46,53,53,58,65,48
8227,57,57,64,68,49,59
8228,73,65,50,60,48,61
8229,66,52,56,47,60,60
8230,65,54,49,63,51,45
8231,55,66,51,62,59,60
8232,53,48,53,59,63,52
8233,55,47,54,43,59,45
8234,57,60,53,63,55,65
8235,62,57,60,53,46,61
8236,56,68,50,65,60,46
8237,54,63,50,51,52,45
8238,53,49,52,65,66,62
8239,60,55,58,67,47,52
8240,56,54,56,70,45,41
8241,57,54,52,61,44,54
8242,65,58,56,56,42,49
8243,58,65,53,67,46,44
8244,61,66,48,52,55,51
8245,48,76,73,56,67,54
8246,54,61,53,58,55,48
8247,57,44,58,60,64,46
8248,47,54,49,63,49,60
8249,46,76,54,52,58,57
8250,58,55,67,62,46,58
8251,56,59,52,58,48,62
8252,56,58,51,61,59,38
8253,50,56,56,67,66,64
8254,54,55,59,60,74,59
8255,54,48,52,60,56,49
8256,50,50,62,61,51,51
8257,68,52,66,64,70,42
8258,46,51,46,59,51,46
8259,61,45,57,59,51,48
8260,64,47,56,67,50,38
8261,62,52,61,55,50,77
8262,64,55,57,56,60,73
8263,63,42,45,67,65,45
8264,55,45,50,67,50,66
8265,65,78,51,51,47,57
8266,57,50,48,60,65,41
8267,55,54,63,58,56,53
8268,64,55,51,65,49,49
8269,56,57,48,60,49,59
8270,56,64,56,56,68,41
8271,55,55,50,57,48,60
8272,55,63,48,62,49,41
8273,55,66,74,61,50,56
8274,51,63,54,55,49,57
8275,48,59,53,60,53,62
8276,59,50,70,61,47,74
8277,69,56,47,68,51,44
8278,58,49,48,57,60,44
8279,59,41,58,57,49,58
8280,53,64,65,67,60,42
8281,63,53,45,54,47,53
8282,51,75,57,61,48,56
8283,56,56,51,63,55,44
8284,58,47,54,57,56,42
8285,54,54,49,64,48,51
8286,47,60,53,66,53,52
8287,52,53,48,66,51,43
8288,49,44,46,59,50,60
8289,60,67,46,61,57,39
8290,56,64,66,64,49,58
8291,77,47,71,61,73,59
8292,55,48,49,62,54,51
8293,51,52,45,55,53,49
8294,46,52,69,67,68,59
8295,51,70,59,57,64,40
8296,61,69,63,55,63,41
8297,60,54,64,63,43,58
8298,55,61,67,56,58,62
8299,54,56,50,66,49,41
8300,40,70,57,69,43,62
8301,52,51,56,74,70,46
8302,69,41,53,65,56,43
8303,53,57,49,58,46,47
8304,55,45,56,53,55,45
8305,54,63,55,65,48,60
8306,48,67,60,63,53,55
8307,65,53,76,71,40,57
8308,55,75,54,62,51,54
8309,54,58,48,56,51,46
8310,58,65,57,58,60,40
8311,56,50,69,59,56,77
8312,52,60,56,54,56,65
8313,55,60,60,64,59,57
8314,53,44,56,51,52,45
8315,66,46,53,54,63,59
8316,50,63,54,50,56,49
8317,72,51,47,56,53,51
8318,57,54,55,48,44,64
8319,52,66,48,51,54,49
8320,52,58,59,51,47,63
8321,51,68,51,56,43,61
8322,57,71,59,66,57,52
8323,58,59,52,65,64,54
8324,58,51,69,73,62,57
8325,52,49,51,56,53,44
8326,53,57,52,69,50,43
8327,55,57,62,44,61,65
8328,56,64,53,57,51,51
8329,46,50,47,55,49,47
8330,59,48,44,58,47,47
8331,52,58,48,47,55,49
8332,45,45,50,68,51,54
8333,73,50,57,51,43,42
8334,54,52,53,54,64,52
8335,56,53,48,53,47,38
8336,57,48,63,54,60,49
8337,49,65,51,61,59,60
8338,67,42,55,61,52,45
8339,55,54,50,69,64,47
8340,54,68,49,57,46,45
8341,54,40,45,62,72,45
8342,61,59,53,58,48,44
8343,58,50,56,57,54,59
8344,55,46,67,69,65,58
8345,67,47,51,76,47,42
8346,65,51,44,46,55,45
8347,51,48,47,59,48,56
8348,57,67,48,55,58,59
8349,55,67,66,61,66,59
8350,53,47,56,42,58,60
8351,51,58,45,74,50,40
8352,54,47,49,58,53,50
8353,65,43,47,54,50,45
8354,64,59,49,55,45,43
8355,54,62,43,63,53,52
8356,59,45,57,56,61,71
8357,57,57,46,60,44,47
8358,57,72,68,64,68,43
8359,55,49,56,51,59,44
8360,46,65,65,61,62,58
8361,58,46,48,57,62,49
8362,55,45,58,63,48,57
8363,53,59,53,61,46,59
8364,53,46,52,61,64,52
8365,53,56,54,48,55,46
8366,54,72,63,58,56,52
8367,67,54,64,61,60,41
8368,60,58,61,69,50,46
8369,57,51,51,60,58,39
8370,54,51,55,50,54,40
8371,53,46,55,46,46,59
8372,72,42,52,62,53,54
8373,57,51,56,64,63,42
8374,54,57,66,52,61,61
8375,63,55,66,71,48,59
8376,50,57,63,66,61,39
8377,52,53,50,70,56,65
8378,50,43,59,60,52,41
8379,69,52,59,54,61,65
8380,69,44,56,52,50,46
8381,62,55,54,65,50,41
8382,57,59,50,67,58,43
8383,55,63,47,61,50,46
8384,58,57,51,62,65,42
8385,62,59,54,55,47,51
8386,70,54,55,54,57,61
8387,63,58,54,62,48,40
8388,59,42,64,70,49,63
8389,54,62,52,73,49,41
8390,48,53,47,66,55,51
8391,57,50,63,59,47,63
8392,57,55,54,58,49,61
8393,59,46,48,70,55,42
8394,49,66,55,54,49,44
8395,69,44,56,60,49,44
8396,69,47,46,58,49,48
8397,56,50,48,64,53,38
8398,53,59,65,61,61,60
8399,55,40,48,56,53,65
8400,49,56,72,65,56,69
8401,51,44,51,64,53,53
8402,58,49,53,51,44,59
8403,55,58,61,71,50,48
8404,57,54,60,61,48,50
8405,57,48,42,66,48,41
8406,59,52,54,66,54,48
8407,52,63,61,54,51,51
8408,65,54,72,66,74,42
8409,53,53,50,67,59,51
8410,66,58,62,63,52,50
8411,50,59,63,60,64,48
8412,56,56,65,62,58,51
8413,48,57,59,65,64,53
8414,53,64,49,67,63,49
8415,44,55,55,57,47,60
8416,58,59,45,55,65,43
8417,58,62,51,56,54,45
8418,73,53,53,62,54,56
8419,59,63,51,54,45,65
8420,60,62,55,51,50,53
8421,58,58,57,61,47,61
8422,50,44,51,68,59,54
8423,66,63,64,63,58,60
8424,54,60,66,60,47,58
8425,57,46,53,63,63,55
8426,58,59,57,59,77,47
8427,60,43,47,57,50,58
8428,58,49,43,64,53,58
8429,50,74,60,61,56,42
8430,44,48,52,62,45,50
8431,59,50,56,69,70,57
8432,68,51,66,66,51,74
8433,79,56,60,64,58,45
8434,50,60,55,53,55,46
8435,56,49,48,61,56,58
8436,55,43,67,67,44,56
8437,54,63,62,54,63,75
8438,56,66,50,62,53,54
8439,62,54,61,68,59,48
8440,51,65,51,57,49,64
8441,63,58,46,61,49,64
8442,60,58,70,66,47,56
8443,61,54,54,66,51,38
8444,67,44,58,58,56,53
8445,74,73,55,48,40,44
8446,56,49,51,60,49,45
8447,59,59,45,57,64,42
8448,57,44,49,56,56,44
8449,47,55,56,58,50,41
8450,53,58,58,54,66,70
8451,56,53,53,62,50,42
8452,53,60,58,69,56,62
8453,54,46,51,55,67,50
8454,55,48,47,60,52,48
8455,54,77,52,51,53,62
8456,55,50,43,62,62,41
8457,59,51,51,63,50,66
8458,57,60,60,60,72,40
8459,57,45,51,51,50,47
8460,54,59,58,46,52,59
8461,68,44,52,58,65,67
8462,64,54,67,62,52,59
8463,58,56,52,71,61,41
8464,52,55,72,54,58,75
8465,68,70,67,60,52,77
8466,54,61,52,60,48,60
8467,58,56,70,54,62,56
8468,58,46,51,59,49,45
8469,53,67,50,61,50,49
8470,57,53,48,67,55,56
8471,49,42,50,73,58,57
8472,59,62,58,53,49,58
8473,60,64,57,54,54,43
8474,60,53,52,50,48,64
8475,57,45,72,60,67,55
8476,55,49,49,69,55,59
8477,43,73,62,60,78,80
8478,57,58,61,74,60,48
8479,55,44,52,53,56,44
8480,57,43,49,47,66,62
8481,74,68,49,58,53,44
8482,54,37,52,54,53,56
8483,47,60,48,62,45,42
8484,50,53,67,48,65,55
8485,52,54,62,62,62,41
8486,60,55,59,63,62,60
8487,63,45,46,61,47,51
8488,52,76,57,72,47,58
8489,56,56,54,57,52,54
8490,50,65,77,55,61,75
8491,48,48,54,58,50,63
8492,53,48,48,60,48,43
8493,51,64,49,56,52,46
8494,50,50,48,62,56,48
8495,53,64,48,50,60,48
8496,53,60,61,71,62,56
8497,51,54,48,69,54,49
8498,58,46,55,55,51,57
8499,64,56,60,53,53,55
8500,56,53,54,42,58,44
8501,57,66,54,63,53,47
8502,57,43,62,72,52,63
8503,70,46,71,49,68,57
8504,55,43,53,66,57,60
8505,67,44,68,55,53,76
8506,67,61,55,54,48,69
8507,55,52,53,61,53,43
8508,50,56,69,70,69,60
8509,55,39,52,58,56,44
8510,50,50,56,54,63,55
8511,74,65,69,64,54,51
8512,73,64,64,59,62,50
8513,55,60,59,61,45,52
8514,51,45,42,64,61,46
8515,57,62,47,51,51,47
8516,61,45,67,61,63,61
8517,52,50,66,62,50,59
8518,61,54,73,74,55,57
8519,53,49,49,64,53,44
8520,54,59,48,55,68,44
8521,60,65,66,61,54,55
8522,70,60,57,70,52,54
8523,58,55,48,58,50,44
8524,54,67,67,66,56,56
8525,63,55,60,60,49,42
8526,57,48,53,63,50,46
8527,56,51,54,56,51,65
8528,53,42,54,63,53,45
8529,59,43,52,56,52,51
8530,77,48,44,53,52,42
8531,53,62,57,61,55,52
8532,54,56,51,61,44,58
8533,53,57,44,58,65,48
8534,68,63,69,63,50,41
8535,59,62,63,57,61,63
8536,53,54,47,55,56,44
8537,55,55,54,60,49,49
8538,62,53,55,52,48,44
8539,53,62,56,61,50,46
8540,58,69,61,63,56,66
8541,49,63,55,56,47,44
8542,53,74,44,69,51,44
8543,55,47,53,50,51,46
8544,55,52,51,50,69,62
8545,56,73,57,69,46,59
8546,53,65,60,57,62,43
8547,45,48,51,60,49,65
8548,53,60,68,57,64,76
8549,50,42,48,57,52,54
8550,64,54,45,58,48,42
8551,62,46,50,58,57,45
8552,60,56,72,66,52,59
8553,48,49,54,66,63,59
8554,56,59,72,68,47,60
8555,46,63,50,50,64,48
8556,57,50,69,64,48,77
8557,53,61,49,56,49,59
8558,55,57,48,65,66,46
8559,56,71,59,71,49,57
8560,42,47,54,63,50,47
8561,65,52,59,61,50,61
8562,59,65,54,65,46,60
8563,53,47,66,64,65,57
8564,49,59,70,69,49,58
8565,58,51,53,55,62,65
8566,52,44,48,54,68,45
8567,54,52,52,54,55,62
8568,49,48,58,60,48,77
8569,53,57,52,59,65,52
8570,59,60,50,63,50,51
8571,52,63,60,65,63,51
8572,55,42,50,67,45,54
8573,58,40,55,58,48,70
8574,54,45,52,64,49,58
8575,56,44,65,67,49,62
8576,64,55,56,58,54,57
8577,53,44,57,63,48,43
8578,57,48,50,66,56,44
8579,61,60,61,55,53,51
8580,69,49,52,63,50,56
8581,61,50,55,49,49,60
8582,60,53,56,56,66,42
8583,52,68,53,50,57,54
8584,60,51,54,63,64,57
8585,58,61,70,66,54,63
8586,54,46,50,72,46,45
8587,56,73,51,58,51,51
8588,54,42,66,56,60,56
8589,57,59,56,58,71,58
8590,55,64,68,75,45,55
8591,55,62,74,66,63,62
8592,50,48,52,69,51,63
8593,53,54,55,60,52,48
8594,63,56,66,49,66,58
8595,51,65,48,64,53,45
8596,60,57,50,58,50,44
8597,66,45,48,60,61,44
8598,63,66,48,58,46,44
8599,64,45,62,57,69,57
8600,52,48,47,60,54,51
8601,55,56,58,67,45,45
8602,66,63,49,58,61,43
8603,55,44,61,55,49,58
8604,56,58,55,68,58,54
8605,63,72,46,54,60,48
8606,49,48,49,60,60,50
8607,54,48,52,61,53,40
8608,57,62,47,49,57,59
8609,54,66,55,57,52,65
8610,56,43,48,62,57,42
8611,56,40,47,57,53,47
8612,56,48,46,57,51,52
8613,53,65,52,54,49,47
8614,71,71,70,50,83,78
8615,56,59,48,53,60,54
8616,52,58,60,60,58,62
8617,46,56,60,62,55,74
8618,60,59,58,75,52,44
8619,52,68,81,58,62,55
8620,57,64,52,60,64,40
8621,66,48,48,61,54,44
8622,70,55,69,66,54,48
8623,57,53,56,56,50,55
8624,75,38,60,74,49,57
8625,53,62,48,63,52,57
8626,62,52,52,57,51,45
8627,55,51,48,59,47,46
8628,59,56,52,51,46,60
8629,53,47,64,63,63,53
8630,52,58,58,67,55,44
8631,51,56,69,56,64,60
8632,59,56,52,48,63,61
8633,49,74,46,66,46,45
8634,68,43,61,73,50,65
8635,57,53,74,77,59,51
8636,69,49,75,56,49,57
8637,58,55,48,49,47,58
8638,52,65,49,55,53,44
8639,50,65,48,69,48,41
8640,52,66,52,56,61,42
8641,62,52,56,57,59,47
8642,57,53,46,64,49,45
8643,55,41,48,63,53,51
8644,66,61,64,68,68,38
8645,57,56,53,66,47,57
8646,66,60,60,57,55,53
8647,50,69,61,80,71,75
8648,60,59,56,56,47,53
8649,49,58,70,73,52,58
8650,49,60,55,62,51,57
8651,71,45,53,56,51,58
8652,45,59,71,66,42,77
8653,68,63,55,56,55,45
8654,64,49,59,49,58,56
8655,56,54,58,75,55,55
8656,57,59,49,55,48,56
8657,49,65,60,58,45,59
8658,59,44,61,66,55,59
8659,62,46,51,68,48,54
8660,49,44,46,52,61,51
8661,53,54,48,52,68,47
8662,61,41,54,57,48,54
8663,58,61,59,58,64,60
8664,66,55,48,59,50,53
8665,58,42,42,52,48,47
8666,50,70,59,57,49,47
8667,72,62,57,67,47,43
8668,50,61,66,57,49,60
8669,56,72,61,70,51,60
8670,55,54,55,57,66,46
8671,60,46,58,72,54,62
8672,44,53,46,63,69,47
8673,71,57,51,67,48,41
8674,53,46,57,57,74,46
8675,63,51,52,66,51,58
8676,56,60,50,59,49,64
8677,66,54,65,64,50,55
8678,53,58,57,58,49,59
8679,47,57,48,56,59,43
8680,55,56,56,48,59,37
8681,52,58,62,63,51,63
8682,57,53,52,69,48,60
8683,59,55,59,67,74,44
8684,54,61,53,55,46,69
8685,57,56,54,67,43,60
8686,59,58,48,65,59,49
8687,56,59,55,64,60,58
8688,59,52,52,53,60,49
8689,55,70,79,65,57,39
8690,52,58,53,66,52,46
8691,56,60,78,48,61,49
8692,55,43,54,60,62,66
8693,54,55,59,53,43,58
8694,52,48,51,54,59,59
8695,53,48,54,80,47,47
8696,60,57,58,60,47,55
8697,56,54,50,58,60,46
8698,65,48,44,56,54,45
8699,58,47,51,68,58,40
8700,62,50,52,60,65,57
8701,53,60,51,61,48,45
8702,72,42,60,65,47,45
8703,59,46,70,60,72,39
8704,53,53,47,70,52,43
8705,51,64,52,54,52,55
8706,58,52,56,58,63,67
8707,64,58,57,70,54,56
8708,57,43,52,50,55,78
8709,61,55,50,64,45,46
8710,72,71,71,50,78,79
8711,61,62,57,62,56,44
8712,56,65,60,56,50,61
8713,63,55,54,55,48,65
8714,59,58,61,51,44,57
8715,62,51,50,55,52,40
8716,64,53,51,54,47,48
8717,53,58,60,70,51,66
8718,53,49,47,47,48,56
8719,55,51,43,50,53,52
8720,58,69,70,62,56,60
8721,49,70,52,62,49,43
8722,66,71,55,67,51,40
8723,52,54,49,58,49,44
8724,49,56,44,65,55,42
8725,57,59,54,60,45,63
8726,54,39,52,61,58,49
8727,70,75,68,52,76,81
8728,60,41,50,54,48,45
8729,52,76,47,56,47,57
8730,60,59,53,72,68,38
8731,57,44,45,49,54,45
8732,60,45,48,51,50,56
8733,62,63,60,60,68,63
8734,68,59,56,67,58,48
8735,53,57,49,59,54,50
8736,70,62,60,56,48,38
8737,59,43,58,62,60,59
8738,65,58,57,57,64,40
8739,60,48,52,67,64,48
8740,60,58,59,56,67,44
8741,62,60,49,59,49,59
8742,51,53,48,59,63,51
8743,56,46,52,67,53,56
8744,47,52,50,65,64,50
8745,57,57,54,55,45,42
8746,50,71,65,63,61,46
8747,61,51,52,55,47,48
8748,77,56,65,60,46,63
8749,51,61,60,75,51,57
8750,46,59,45,58,51,45
8751,50,59,51,61,54,42
8752,61,49,64,70,57,77
8753,58,65,59,63,55,39
8754,55,58,52,79,51,59
8755,55,57,50,56,49,57
8756,47,62,58,47,51,65
8757,55,56,67,65,60,57
8758,51,49,54,52,52,44
8759,57,66,51,80,50,57
8760,52,64,49,63,49,62
8761,53,74,60,59,55,42
8762,59,43,53,62,49,65
8763,51,71,50,51,58,40
8764,55,47,56,60,49,58
8765,54,61,49,58,46,56
8766,49,39,46,61,61,48
8767,50,43,64,65,70,59
8768,78,54,53,51,47,54
8769,64,57,51,59,46,64
8770,59,70,49,59,40,56
8771,53,53,45,67,51,47
8772,53,53,49,65,47,48
8773,53,73,54,64,44,53
8774,57,44,62,54,52,61
8775,67,49,51,58,52,65
8776,58,42,77,57,63,59
8777,61,57,63,53,68,48
8778,58,57,59,55,45,78
8779,55,59,65,67,64,61
8780,52,39,52,64,72,42
8781,57,48,49,50,45,63
8782,58,62,62,67,64,54
8783,50,50,56,59,60,44
8784,60,48,65,59,66,59
8785,56,49,51,59,55,40
8786,81,44,50,55,49,64
8787,63,46,54,65,48,53
8788,48,48,50,57,50,46
8789,52,66,53,57,46,47
8790,54,65,50,64,66,56
8791,74,53,59,57,49,54
8792,57,67,57,64,49,41
8793,61,47,56,58,60,58
8794,57,46,53,59,52,62
8795,55,50,45,65,49,49
8796,57,63,77,64,56,50
8797,51,63,59,59,50,56
8798,61,44,52,51,63,56
8799,72,55,65,61,54,42
8800,52,40,53,62,47,47
8801,68,66,55,74,58,41
8802,70,55,63,73,48,56
8803,66,46,54,56,55,57
8804,58,60,47,63,50,58
8805,57,54,53,50,68,42
8806,63,45,52,52,58,41
8807,56,47,70,49,59,60
8808,54,56,50,53,66,56
8809,65,39,50,71,67,41
8810,55,47,69,55,47,61
8811,59,55,61,45,49,57
8812,58,63,61,61,60,61
8813,70,40,55,54,67,54
8814,44,65,47,56,65,45
8815,54,46,53,65,48,49
8816,53,68,57,70,50,48
8817,47,66,57,52,47,51
8818,56,53,50,55,50,43
8819,53,50,50,53,56,42
8820,57,60,62,63,46,51
8821,59,57,57,52,62,47
8822,53,46,52,58,52,58
8823,46,52,48,58,55,42
8824,59,49,44,57,53,46
8825,49,48,49,58,49,48
8826,48,45,59,64,44,41
8827,74,45,80,72,58,37
8828,58,56,65,72,50,74
8829,57,46,46,60,46,59
8830,61,66,46,47,52,50
8831,53,56,58,64,48,47
8832,46,54,56,60,49,59
8833,42,58,58,60,61,60
8834,56,65,49,69,55,41
8835,60,63,53,52,47,56
8836,53,63,56,58,52,43
8837,43,78,55,66,44,58
8838,58,62,70,71,50,59
8839,67,52,55,58,57,45
8840,51,66,53,43,61,56
8841,53,51,53,68,64,44
8842,50,57,59,52,50,55
8843,57,57,47,59,53,42
8844,56,40,54,65,51,46
8845,53,57,57,74,45,52
8846,53,57,62,53,46,80
8847,54,63,48,63,45,56
8848,69,72,72,52,79,78
8849,63,53,53,51,50,53
8850,50,56,48,63,51,47
8851,48,59,64,44,64,61
8852,53,71,50,73,49,46
8853,57,61,64,50,67,41
8854,69,37,50,59,54,38
8855,64,63,61,70,47,62
8856,49,47,54,73,61,51
8857,63,64,52,63,52,61
8858,54,60,46,60,45,51
8859,58,61,48,62,52,42
8860,54,69,67,83,55,40
8861,46,45,49,63,49,60
8862,56,56,57,56,63,43
8863,70,54,53,66,49,59
8864,58,60,45,55,50,48
8865,54,70,43,52,43,45
8866,63,66,53,56,46,62
8867,64,58,58,59,61,44
8868,70,64,54,56,48,58
8869,68,47,54,58,51,58
8870,52,54,54,61,58,49
8871,56,61,56,62,65,44
8872,57,66,54,64,51,58
8873,53,47,52,65,58,64
8874,52,66,51,57,55,47
8875,56,45,55,65,50,53
8876,62,55,46,59,50,60
8877,55,50,48,61,49,65
8878,60,58,47,54,61,44
8879,61,48,53,55,47,60
8880,58,55,64,60,58,64
8881,53,46,53,59,54,53
8882,59,69,51,68,51,59
8883,64,56,53,49,52,49
8884,48,57,50,55,43,59
8885,49,47,52,68,63,48
8886,70,73,71,66,59,42
8887,58,65,57,58,49,42
8888,63,47,57,56,49,60
8889,55,42,58,66,57,52
8890,67,54,57,69,54,53
8891,60,47,55,65,64,41
8892,56,58,56,72,58,62
8893,48,64,49,57,48,47
8894,62,52,52,52,49,41
8895,46,58,50,51,58,63
8896,65,65,54,55,60,56
8897,60,50,48,71,53,41
8898,59,45,53,56,46,56
8899,62,61,51,50,71,51
8900,51,56,60,57,61,65
8901,40,63,55,51,62,45
8902,57,52,61,57,53,59
8903,58,40,51,60,49,44
8904,55,57,47,67,46,59
8905,57,43,50,82,48,56
8906,53,62,45,59,47,47
8907,60,43,58,69,57,50
8908,68,61,65,57,53,61
8909,60,58,47,55,53,53
8910,55,68,73,57,47,49
8911,51,46,56,61,50,47
8912,51,51,50,53,53,42
8913,65,44,68,49,61,75
8914,56,52,50,53,50,38
8915,58,42,62,64,56,39
8916,65,56,60,64,51,42
8917,75,47,67,60,58,60
8918,61,55,50,61,51,45
8919,61,48,70,64,74,56
8920,54,67,46,55,47,45
8921,60,57,55,56,55,59
8922,56,59,70,56,55,59
8923,55,62,47,49,54,43
8924,56,46,49,51,49,46
8925,57,40,50,60,49,42
8926,57,68,52,52,50,45
8927,56,70,57,68,56,56
8928,72,56,58,49,57,45
8929,55,48,55,61,51,40
8930,60,41,60,64,63,51
8931,45,67,63,63,46,61
8932,63,46,53,66,59,56
8933,50,73,54,56,47,51
8934,67,50,51,61,48,44
8935,49,73,69,64,61,73
8936,53,57,57,58,67,66
8937,56,52,64,61,66,58
